Date,CPI National Year on Year Inflation,Advances by banks,Auto Sales,Consumer Confidence Index,Call Money Rate (End of Period),IMF Commodity Prices,National Consumer Price Index,Deposit Rate,Pakistani Rupee to US Dollar Nominal Exchange Rate,Economic Policy Uncertainty,Karachi Stock Exchange 100 Index,KIBOR 1 Year Interest Rate,Lending Rate,International Oil Prices,SBP Policy Rate,Public Sector Borrowing,Real Output - Quantum Index of Large-Scale Manufacturing Industries,Real Effective Exchange Rate,Interest Rate Spread,Exchange Rate Differential,Inflation Expectations,Banking Activity Index,Stock Market Volatility,Commodity Price Index
2015-09-01,-1.1238053621694244,-0.4720618981566857,0.18212980466288595,0.5727871250914408,-0.6078309509011809,-0.652156893447115,-0.24962107963157215,-0.5319034852546917,-0.06996167565124059,-0.6431092886863621,-0.5761338348012064,-0.5441624365482223,-0.4877505567928728,-0.5200551660728653,-0.6505667816658453,-0.26800768786716644,-0.4303309425390194,0.9070266374881804,-0.007974872837723912,0.9769883131394209,0.04273583076466436,-0.3920438371277806,0.520980402627224,1.2540148353333362
2015-10-01,-1.0925079674143638,-0.45166308801244376,0.24342785129174543,0.6517922457937088,-0.6625233064014916,-0.6408831128160964,-0.24728926197971235,-0.5769436997319034,-0.06539780708718453,-0.5651413138606287,-0.4164052326449269,-0.5928934010152275,-0.567928730512249,-0.5023560510286176,-0.6899950714637753,-0.2702540287533579,-0.41880822706827403,0.8862468843593166,-0.009814909679856654,0.9516446914465012,0.02747176506228366,-0.3848496887370829,-0.27724218316633575,1.275754739101545
2015-11-01,-0.9164462612794988,-0.44177221157623814,0.16206679269061122,0.7307973664959767,-0.6550652579241765,-0.7949581147733501,-0.23166608371225286,-0.6305630026809651,-0.050507101327426335,-0.6838033532536792,-0.5787398819471155,-0.61725888324873,-0.6258351893095764,-0.5924606367084244,-0.6899950714637753,-0.2578815452631434,-0.40763116551808143,0.9671708990896031,-0.009715560109077814,1.0176780004170294,0.034929813539598786,-0.36823350248192405,0.389847765051053,1.341790602646541
2015-12-01,-0.8559852803916785,-0.41655830213035494,-0.05136735979836169,0.7546939770787612,-0.677439403356122,-0.8450638064667657,-0.22257199487000034,-0.639142091152815,-0.06285557611899384,-0.4400082218666298,-0.5333415859508084,-0.6050761421319788,-0.6302895322939863,-0.7395701643489256,-0.6899950714637753,-0.26289939718132205,-0.3945123716960916,1.0011669190032577,-0.009765234894467234,1.0640224951222517,0.012555668107653295,-0.36480430747460924,-0.07844335151669313,1.1426418306242931
2016-01-01,-0.8090256464387797,-0.4015049269970574,0.45605545053560176,0.7785905876615457,-0.677439403356122,-0.8522664996476943,-0.21697563250553736,-0.667024128686327,-0.06019013805268566,-0.9210077478980623,-0.6561364885840809,-0.6274111675126893,-0.634743875278396,-0.8834616710722907,-0.6899950714637753,-0.23823293501650158,-0.3859712119284307,1.0819190363166324,-0.011712900438276663,1.1421091743693181,0.012555668107653295,-0.3372094156875989,0.2302368798307024,0.964689841737295
2016-02-01,-0.7104598786128629,-0.40402447061842034,-0.0675992438563327,0.6830041453304071,-0.6799254195152269,-0.7633288968918812,-0.20904745248921458,-0.639142091152815,-0.06416053017229037,-0.5408904824678238,-0.6503993012783866,-0.6355329949238568,-0.6614699331848548,-0.864153545569475,-0.6899950714637753,-0.2284605025506044,-0.3888566870736547,0.9649230097915391,-0.007602311947303542,1.0290835399638294,0.010069651948548364,-0.32730430527671023,-0.00874389308553003,0.8833255395473144
2016-03-01,-0.7319017629185048,-0.3981989881415319,0.250586011342155,0.587417702999268,-0.7147296457426974,-0.6283566898927423,-0.2097469977847725,-0.6713136729222521,-0.06370240800464377,-0.6842860151969592,-0.5072333787631829,-0.6375634517766486,-0.7104677060133627,-0.7161245833812206,-0.6899950714637753,-0.2193652805589997,-0.39923770963606114,0.8866567935842571,-0.009632768800095337,0.9503592015889009,-0.024734574278922117,-0.3327980618845868,-0.22012004353910786,0.8774404684250923
2016-04-01,-0.6687738704292018,-0.37057611789514194,0.2113673597983617,0.5464520848573519,-0.7097576134244874,-0.557582400375796,-0.19179200186545353,-0.9072386058981233,-0.0633900519812483,-0.5407991705675614,-0.37937525258470706,-0.6355329949238568,-0.6971046770601332,-0.6352143431789452,-0.6899950714637753,-0.22353146262068427,-0.4130414083133561,0.9048646968985719,-0.007602311947303542,0.9682547488798201,-0.019762541960712143,-0.33386436709358563,-0.2520696222520683,0.877786225017152
2016-05-01,-0.8516699813315859,-0.34938449819998235,0.16791430371770635,0.5054864667154351,-0.7296457426973276,-0.5444296563062712,-0.18689518479654846,-0.6841823056300268,-0.06314710840749609,-0.5882199520802387,-0.2707748520091277,-0.6436548223350244,-0.7193763919821824,-0.5184461556142973,-0.7057663873829473,-0.20833014954280923,-0.42328059937467677,0.9177966718015489,-0.005530459440020397,0.9809437802090449,-0.023879355314380346,-0.29473982252992653,-0.2862611618329822,1.050118031372393
2016-06-01,-0.797915489153506,-0.33137309675195037,0.0033774417139256457,0.5162155571811752,-0.8290863890615289,-0.5149925624363895,-0.17593564183280797,-0.667024128686327,-0.06472450632564328,-0.41783013008185255,-0.13145286926114344,-0.6842639593908619,-0.7817371937639194,-0.47201471095276426,-0.7392804337111878,-0.18701921221713896,-0.42663203780118897,0.9973322843183254,-0.005364876822055886,1.0620567906439686,-0.08980595535034108,-0.2925590534332752,-0.5145307317656211,1.0910519322520142
2016-07-01,-0.6845131330570463,-0.3307485988726838,-0.34878386893509766,0.5269446476469152,-0.7296457426973276,-0.4467235575041102,-0.16357700827795227,-0.7099195710455763,-0.06155062206569706,-0.11081124682158282,0.009754270223868829,-0.7065989847715727,-0.7683741648106901,-0.5566026893460524,-0.7392804337111878,-0.1634399597740666,-0.42430988828463506,1.1287148023510256,-0.009351278349555514,1.1902654244167228,0.009634691013860164,-0.29711420602624816,-1.0742035550741085,0.8025896497714766
2016-08-01,-0.7536464152043887,-0.35009853994114865,0.06175173282923756,0.605462082418922,-0.7147296457426974,-0.4623815861583026,-0.1631106447475801,-0.7378016085790884,-0.06369199613719716,-0.5683251094758169,0.03247000436498793,-0.7025380710659889,-0.7817371937639194,-0.5425813124928172,-0.7392804337111878,-0.15300057316967045,-0.4147002168476358,1.0569211850343447,-0.005290364643971701,1.1206131811715419,0.024550787968490417,-0.2896864875658383,2.32879893828791,0.8521885577554309
2016-09-01,-0.66299073655499,-0.3297507877582765,-0.009729048519218651,0.6839795171909288,-0.7022995649471722,-0.48837391372426203,-0.15261746531421178,-0.7206434316353887,-0.06540301302090795,-0.6924653883497772,0.09171327979650037,-0.6984771573604052,-0.7951002227171489,-0.5389035743018046,-0.7392804337111878,-0.1463885663969937,-0.3967137289451589,1.0732911082755359,-0.007345658889458373,1.1386941212964439,0.03698086876401563,-0.30329348660021715,1.8245539718927124,0.9062361747312438
2016-10-01,-0.5957330604973538,-0.3181129080106798,0.11669817265280404,0.7766398439405023,-0.7545059042883779,-0.5306505910905819,-0.14095837705491368,-0.707774798927614,-0.06383602697020738,-0.18819898135519833,0.039287313663786065,-0.6944162436548214,-0.7817371937639194,-0.4333984599471327,-0.7392804337111878,-0.1483772406761513,-0.3709162541668012,1.1986770510336962,-0.00328474518387456,1.2625130780039036,-0.015225470577190148,-0.2861484325789222,-0.5716289532883415,1.2243942702410902
2016-11-01,-0.6245794184588055,-0.2962693371605423,0.3539256458727158,0.8693001706900753,-0.749533871970168,-0.4464103969310262,-0.12859974350005798,-0.7335120643431636,-0.06242695424244544,-0.012304104539050379,0.25988058786145163,-0.6883248730964456,-0.8040089086859685,-0.537524422480175,-0.7392804337111878,-0.1341925757632397,-0.3435031522565314,1.3317587089181677,-0.0033095825765692144,1.394185663160613,-0.010253438258980174,-0.25303328877842146,5.614872935458608,0.8304932357701212
