Date,CPI National Year on Year Inflation,Advances by banks,Auto Sales,Consumer Confidence Index,Call Money Rate (End of Period),IMF Commodity Prices,National Consumer Price Index,Credit to the Private Sector,Deposits of Banks,Deposit Rate,Pakistani Rupee to US Dollar Nominal Exchange Rate,Economic Policy Uncertainty,Fertilizers Sales,Karachi Stock Exchange 100 Index,KIBOR 1 Year Interest Rate,KIBOR 6 months Interest Rate,Karachi Stock Exchange All Shares Index,Lending Rate,International Oil Prices,SBP Policy Rate,Public Sector Borrowing,Real Output - Quantum Index of Large-Scale Manufacturing Industries,Real Effective Exchange Rate,Weighted Average Overnight Repo Rate 
2019-06-01,0.006236130063443019,0.4340044739859366,0.1472463768115942,0.23238234576932393,0.6674953387197018,-0.24692711187661487,0.3041856126850873,0.4310522851188354,0.29145215746609926,0.46541554959785525,0.8252038339966558,0.8291877647112498,0.2623308101172375,-0.44553454509266527,0.765482233502539,0.7380224260958218,-0.26901472679632854,0.36302895322939877,-0.21296402712331933,0.5421389847215378,0.3723963685517675,0.29363430220310727,-0.6529358095376685,0.7759057621822563
2019-07-01,0.04077580886776058,0.40691399203021145,-0.3970762444864524,0.2674957327481102,0.8241143567433187,-0.1930634933061929,0.3298356068555433,0.3956452205740648,0.20783343342872412,0.64343163538874,0.881231828037597,1.1293905154162045,0.27650914720531483,-0.6043650682883863,0.848730964467006,0.8399592252803274,-0.4933924383900081,0.5723830734966592,-0.16883116883116897,0.6367668802365698,0.37737550820374194,0.26306886849271327,-0.7419456143018648,0.8828698111193668
2019-08-01,0.3997943677382447,0.4076098171117935,-0.7156647763074985,0.22555474274567183,1.0950901180857675,-0.2895169498160183,0.3825346857875705,0.38956978702160105,0.23489032755083364,0.606970509383378,0.8641251298229723,0.10294883587893046,0.29068781465841903,-0.7877317559506828,0.944162436548224,0.9439347604485231,-0.6269796398781291,0.7015590200445433,-0.2577864613262846,0.7392804337111878,0.38030921422630654,0.23365680687983928,-0.5243367073710928,0.9995453160940868
2019-09-01,0.5266988862359298,0.4027413506947507,-0.43377441713925646,0.18361375274323274,0.9459291485394654,-0.2967196429969465,0.4002564999417037,0.3995851933605527,0.24060512993165825,0.6970509383378016,0.8307550946568899,0.3793773641676299,0.30486630208114224,-0.5930080102979716,0.8791878172588838,0.921508664627932,-0.45628555000327464,0.7238307349665922,-0.2026203884610967,0.7392804337111878,0.39222125559822996,0.2026552547176841,-0.4064811937614455,1.0333635451422232
2019-10-01,0.46526214051601944,0.41405466601454444,-0.6104095778197858,0.14118507681053385,0.9533871970167804,-0.3148829562358101,0.4298705841203208,0.4157087318907614,0.22721135221399488,0.7313672922252011,0.8270675582695822,0.0950602819831889,0.31904550776940266,-0.42109061576257995,0.7715736040609145,0.8521916411824678,-0.3035320638723947,0.7995545657015591,-0.261464199517297,0.7392804337111878,0.4134783185652528,0.17740391766477495,-0.3253191672231293,0.9910207325052762
2019-11-01,0.7348360970328219,0.43346182278846385,-0.8164839319470699,0.09875640087783429,0.9608452454940958,-0.2845063806466763,0.4625160312463556,0.44132617831418086,0.2742049546850891,0.767828418230563,0.8159910666177306,-0.002222669168316626,0.3332271540756948,-0.009754270223868239,0.7370558375634525,0.8256880733944966,0.07374933984466304,0.8173719376391984,-0.1994023675439607,0.7392804337111878,0.4126660726909536,0.1619219093670271,-0.25134377499950433,1.0444025981064429
2019-12-01,0.7524071738528032,0.44966695263828865,-0.6632388153749212,-0.0021945866861741875,0.9310130515848352,-0.20746887966804975,0.4860673895301375,0.4847669668661882,0.31186638331217487,0.767828418230563,0.8086784650477948,0.09784528174566239,0.3474089451486827,0.10735198991238903,0.7390862944162444,0.8277268093781867,0.21472667616369107,0.7861915367483296,-0.12975520055166095,0.7392804337111878,0.39611450728672437,0.15402889392353664,-0.26742940635888923,1.030983892382763
2020-01-01,1.0948526162032455,0.45126565694630416,-0.5570762444864524,-0.10314557425018335,0.9608452454940958,-0.12604713066624929,0.563250553806691,0.46884452716995034,0.31667990082102726,0.7506702412868633,0.8037657989242804,0.2275035322656655,0.36158867051226434,0.1798293892698987,0.7532994923857876,0.8236493374108065,0.2214318716688067,0.9153674832962139,-0.16745201700953938,0.7392804337111878,0.37654742664865143,0.15362095695582823,-0.19172842852703745,1.0330120960574758
2020-02-01,0.6879006695659785,0.4635855068512921,-0.4456710775047259,0.021214337966349094,0.9658172778123058,-0.22062162373757147,0.5236096537250777,0.4900830208459547,0.3334158305577384,0.6091152815013405,0.7967256412191948,0.18540909638849334,0.3757685851861424,-0.11526479372703916,0.7796954314720822,0.8256880733944966,-0.11240034583427695,0.9376391982182628,-0.3543270888403633,0.7392804337111878,0.3965798805800935,0.1621433370165358,-0.1906705982691258,1.0336933468151164
2020-03-01,0.33935742844595096,0.47563236343518733,-0.9790044108380592,0.14557425018288223,0.35177128651336215,-0.3333594300477568,0.5268741984376809,0.5063598967316633,0.37001942855210607,0.5211796246648793,0.8786167139972805,0.8693873575868734,0.38994960417008123,-0.8233733544826878,0.4873096446700515,0.5912334352701336,-0.7434553747008649,0.8975501113585747,-0.841397540512585,0.5973385904386396,0.4952255088797132,-1.2001307896295774,-0.28036138126185967,0.8620418944564543
